ingredient_name;synonym_name;
ДЕНАТУРИРОВАННЫЙ СПИРт; Denatured alcohol, Денатурат
ДЕРЕЗА КИТАЙСКАЯ ЭКСТРАКТ ПЛОДОВ; Goji berry extract, Lycium chinense extract
ДЕЦИЛГЛИКОЗИД; Decyl glucoside, Децилглюкозид
ДЕЦИЛГЛЮКОЗИД; Decyl glucoside, ПАВ
ДЕЦИЛЕНГЛИКОЛЬ; Decylene glycol, 1,2-Декандиол
ДЕЦИЛОВЫЙ АЛЬДЕГИД; Decyl aldehyde, Каприновый альдегид
ДЕЦИЛОЛЕАТ; Decyl oleate, Олеиновый эфир децила
ДИ-ППГ-2 МИРЕТ-10 АДИПАТ; Di-PPG-2 myreth-10 adipate, Эмульгатор
ДИ-ППГ-3-МИРИСТИЛ АДИПАТ; Di-PPG-3 myristyl adipate, Смягчающий агент
ДИАЗОЛИДИНИЛМОЧЕВИНА; Diazolidinyl urea, Консервант
ДИАМИНОПИРИМИДИНОКСИД; Diaminopyrimidine oxide, Активатор роста волос
ДИАТОМОВАЯ ВОДОРОСОЛЬ ЭКСТРАКТ; Diatom algae extract, Экстракт диатомей
ДИАТОМОВАЯ ЗЕМЛЯ; Diatomaceous earth, Кизельгур
ДИАЦЕТОН; diacetone, 4-hydroxy-4-methylpentan-2-one
ДИБУТИЛФТАЛАТ; dibutyl phthalate, DBP, ди-n-бутилфталат
ДИГИДРОКСИАЦЕТОН; dihydroxyacetone, DHA, глицерон
ДИГИДРОКСИМЕТИЛКРОМОН; dihydroxymethylchromone, 5,7-dihydroxy-2-methylchromone
ДИГИДРОКСИПРОПИЛ ПЭГ-5 ЛИНОЛЕАММОНИУМ ХЛОРИД; dihydroxypropyl PEG-5 linoleammonium chloride, MAQUAT SL-5
ДИГЛИЦЕРИЛСЕСКВИЗОСТЕАРАТ; diglyceryl sesquistearate, diglyceryl monosesquistearate
ДИЗОДИУМ ЛАУРОАМФОДИПРОПИНАТ; disodium lauroamphodipropionate, disodium 1-(2-(2-carboxyethoxy)ethyl)-1-(2-carboxyethyl)-4,5-dihydro-2-undecyl-1H-imidazolium hydroxide
ДИИЗОПРОПИАДИПИНАТ; diisopropyl adipate, adipic acid diisopropyl ester
ДИИЗОПРОПИЛ ДИЛИНОЛЕАТ ДИМЕР; diisopropyl dimer dilinoleate, diisopropyl dilinoleate dimer
ДИИЗОПРОПИЛСЕБАКАТ; diisopropyl sebacate, decanedioic acid diisopropyl ester
ДИИЗОСТЕАРИЛМАЛАТ; diisostearyl malate, bis(16-methylheptadecyl) 2-hydroxybutanedioate
ДИКАЛИЕВАЯ СОЛЬ ЭДТА; dipotassium EDTA, ethylenediaminetetraacetic acid dipotassium salt
ДИКАЛЬЦИЙ ФОСФАТ; dicalcium phosphate, calcium hydrogen phosphate, calcium phosphate dibasic
ДИКАПРИЛОВЫЙ КАРБОНАТ; dicaprylyl carbonate, dioctyl carbonate
ДИЛИНОЛЕВАЯ КИСЛОТА; dilinoleic acid, 9,12-octadecadienoic acid (Z,Z)-, dimer
ДИМЕКСИД; dimexide, dimethyl sulfoxide, DMSO
ДИМЕР ДИНОЛЕИЛ ДИМЕР ДИНОЛЕАТ; dimer dilinoleyl dimer dilinoleate
ДИМЕТИКОН; dimethicone, polydimethylsiloxane, PDMS
ДИМЕТИКОН PCA; dimethicone PCA
ДИМЕТИКОН КРОССПОЛИМЕР; dimethicone crosspolymer
ДИМЕТИКОН КРОССПОЛИМЕР-3; dimethicone crosspolymer-3
ДИМЕТИКОН ПЭГ-7 ФОСФАТ; dimethicone PEG-7 phosphate
ДИМЕТИКОН/ВИНИЛДИМЕТИКОН КРОССПОЛИМЕР; dimethicone/vinyl dimethicone crosspolymer
ДИМЕТИКОНОЛ; dimethiconol
ДИМЕТИЛ ИЗОСОРБИД; dimethyl isosorbide
ДИМЕТИЛАМИНОЭТАНОЛ; dimethylaminoethanol, DMAE
ДИМЕТИЛМЕТОКСИ ХРОМАНОЛ; dimethylmethoxy chromanol
ДИМЕТИЛСИЛОКСАНОВЫЙ КАУЧУК; dimethylsiloxane rubber
ДИМЕТИЛФТАЛАТ; dimethyl phthalate, DMP
ДИНАТРИЙ КАПРИЛОИЛ ГЛЮТАМАТ; disodium capryloyl glutamate
ДИНАТРИЙ ЭДТА; disodium EDTA, ethylenediaminetetraacetic acid disodium salt
ДИНАТРИЯ ЛАУРЕТ СУЛЬФОСУКЦИНАТ; disodium laureth sulfosuccinate
ДИНАТРИЯ ФОСФАТ; disodium phosphate
ДИОКСИД ТИТАНА; Titanium dioxide, TiO₂, Пигмент белый
ДИОКСИД УГЛЕВОДА; Carbon dioxide, Углекислый газ, CO₂
ДИОКСИД ЦИНКА; Zinc oxide, ZnO, Цинковые белила
ДИОКТИЛДЕСИЛ IPDI; Dioctyldecyl IPDI, Полимерный загуститель
ДИОЛЕАТ; Dioleate, Двуолеат, Эфир олеиновой кислоты
ДИОЛЕОИЛЭТИЛ ГИДРОКСИЭТИЛМОНИУМ МЕТИЛСУЛЬФАТ; Dioleoylethyl hydroxyethylmonium methosulfate, Кондиционирующий агент
ДИОСКОРЕЯ ЭКСТРАКТ; Dioscorea extract, Wild yam extract, Экстракт дикого ямса
ДИОСМИН; Diosmin, Флавоноид, Венотоник
ДИПЕНТАЭРИТРИТИЛ ГЕКСАКАПРИЛАТ/ГЕКСАКАПРАТ; Dipentaerythrityl hexacaprylate/hexacaprate, Эмолент
ДИПЕПТИД-2; Dipeptide-2, Пептидный комплекс
ДИПРОПИЛЕНГЛИКОЛЬСАЛИЦИЛАТ; Dipropylene glycol salicylate, Растворитель
ДИПТЕРИКС ДУШИСТЫЙ ЭКСТРАКТ СЕМЯН; Tonka bean extract, Dipteryx odorata seed extract
ДИСТЕАРАТ; Distearate, Двустеарат, Эфир стеариновой кислоты
ДИСТЕАРИЛДИМЕТИЛАММОНИЙ ХЛОРИД; Distearyldimonium chloride, Катионный агент
ДИФЕНИЛДИМЕТИКОН; Diphenyl dimethicone, Силиконовое масло
ДИХЛОРБЕНЗИЛОВЫЙ СПИРТ; Dichlorobenzyl alcohol, Антисептик
ДИХЛОРОФЕНИЛ ИМИДАЗОЛДИОКСОЛАН; Dichlorophenyl imidazoldioxolan, Консервант
ДИЦЕТИЛДИМОНИУМ ХЛОРИД; Dicetyldimonium chloride, Кондиционирующий агент
ДИЦЕТИЛФОСФАТ; Dicetyl phosphate, Эмульгатор
ДИЭТАНОЛАМИД ЖИРНЫХ КИСЛОТ КОКОСОВОГО МАСЛА; Cocamide DEA, Кокамид ДЭА
ДИЭТАНОЛАМИН; Diethanolamine, ДЭА, 2,2'-Имино-диэтанол
ДИЭТИЛГЕКСИЛ АДИПАТ; Diethylhexyl adipate, DEHA, Пластификатор
ДИЭТИЛГЕКСИЛ СЕБАКАТ; Diethylhexyl sebacate, Эмолент
ДИЭТИЛГЕКСИЛБУТАМИДО ТРИАЗОН; Diethylhexyl butamido triazone, UV-фильтр
ДИЭТИЛЕГЛИКОЛЬ; Diethylene glycol, ДЭГ
ДИЭТИЛФТАЛАТ; Diethyl phthalate, ДЭФ
ДМДМ ГИДАНТОИН; DMDM hydantoin, Консервант
ДНА; DNA, Дезоксирибонуклеиновая кислота
ДОКОЗАГЕКСАЕНОВАЯ КИСЛОТА; Docosahexaenoic acid, DHA, Омега-3 кислота
ДОННИК ЛЕКАРСТВЕННЫЙ ЭКСТРАКТ; Melilot extract, Melilotus officinalis extract
ДРЕВЕСНОГО МХА ЭКСТРАКТ; Tree moss extract, Evernia extract
ДРОЖЖИ; Yeast, Saccharomyces cerevisiae
ДУБА ГИДРОЛАТ; Oak hydrosol, Дубовая вода, Quercus hydrosol
ДУБИЛЬНАЯ КИСЛОТА; Tannic acid, Танин
ДУБОВОГО МХА ЭФИРНОЕ МАСЛО; Oakmoss absolute, Evernia prunastri oil
ДУШИЦА ОБЫКНОВЕННАЯ ЭКСТРАКТ ЛИСТЬЕВ; Oregano extract, Origanum vulgare extract
ДУШИЦА ОБЫКНОВЕННАЯ ЭФИРНОЕ МАСЛО; Oregano essential oil, Масло душицы
ДУШИЦЫ ГИДРОЛАТ; Oregano hydrosol, Душичная вода
ДУШИЦЫ ОБЫКНОВЕННОЙ ЦВЕТОВ СУХОЙ ЭКСТРАКТ; Origanum vulgare flower dry extract
ДЫНИ ГИДРОЛАТ; Melon hydrosol, Дынная вода, Cucumis melo hydrosol
ДЫНЯ ЭКСТРАКТ ПЛОДОВ; Melon fruit extract, Cucumis melo extract, Экстракт дыни
ДЯВЕСИЛ ВЫСОКИЙ ЭКСТРАКТ; Inula helenium extract, Elecampane extract, Девясила экстракт
ДЯГИЛЬ ЛЕКАРСТВЕННЫЙ ЭКСТРАКТ КОРНЯ; Angelica archangelica root extract, Дудника экстракт
ДЯГИЛЯ СУХОЙ ЭКСТРАКТ; Angelica dry extract, Сухой экстракт дягиля
Динатрия сукцинат; Disodium succinate, Натрия сукцинат, Бутандиоат натрия
ЕДКИЙ НАТР, ГИДРООКСИД НАТРИЯ; Sodium hydroxide, Каустическая сода, NaOH
ЕЖЕВИКА ЭКСТРАКТ ЛИСТЬЕВ; Blackberry leaf extract, Rubus fruticosus leaf extract
ЕЖЕВИКА ЭКСТРАКТ ЯГОД; Blackberry fruit extract, Экстракт ягод ежевики
ЕЖЕВИКИ ГИДРОЛАТ; Blackberry hydrosol, Ежевичная вода
ЕЖЕВИКИ МАСЛО; Blackberry seed oil, Масло косточек ежевики
ЕЛЬ СИБИРСКАЯ ЭКСТРАКТ ХВОИ; Siberian fir needle extract, Abies sibirica extract
ЖАСМИН ГРАНДИФЛОРУМ ЦВЕТОЧНАЯ ВОДА; Jasminum grandiflorum hydrosol, Жасминовая вода
ЖАСМИНА ВОСК; Jasmine wax, Жасминовый воск
ЖАСМИНА ГИДРОЛАТ; Jasmine hydrosol, Гидролат жасмина
ЖАСМИНА ЭФИРНОЕ МАСЛО; Jasmine absolute, Жасминовое масло
ЖГУН-КОРЕНЬ ЭКСТРАКТ КОРНЯ; Cnidium monnieri extract, Экстракт жгун-корня
ЖЕЛАТИН; Gelatin, Животный желатин
ЖЕЛЕЗА ГЛИЦЕРОФОСФАТ; Ferric glycerophosphate, Железа (III) глицерофосфат
ЖЕЛЕЗА ОКСИД; Iron oxide, Оксид железа, Пигмент
ЖЕЛТОК КУРИНОГО ЯЙЦА; Egg yolk, Яичный желток
ЖЕЛТОКОРЕНЬ КАНАДСКИЙ; Goldenseal, Hydrastis canadensis, Желтокорень
ЖЕЛТЫЙ ХИНОЛИНОВЫЙ (ЖЕЛТЫЙ КИСЛЫЙ 3); Acid Yellow 3, Желтый хинолиновый
ЖЕМЧУЖНАЯ ПУДРА; Pearl powder, Перламутровая пудра
ЖЕНЬШЕНЬ ОБЫКНОВЕННЫЙ; Panax ginseng, Корейский женьшень
ЖЕНЬШЕНЯ ГИДРОЛАТ; Ginseng hydrosol, Женьшеневая вода
ЖЕНЬШЕНЯ СУХОЙ ЭКСТРАКТ; Ginseng dry extract, Экстракт женьшеня
ЖЕРУХА ЛЕКАРСТВЕННАЯ ЭКСТРАКТ; Nasturtium officinale extract, Кресс-салат экстракт
ЖИМОЛОСТЬ ДУШИСТАЯ МАСЛО; Honeysuckle oil, Lonicera oil
ЖИМОЛОСТЬ ДУШИСТАЯ ЭКСТРАКТ ЦВЕТОВ; Honeysuckle flower extract
ЖИМОЛОСТЬ ЯПОНСКАЯ ЭКСТРАКТ ЛИСТЬЕВ; Japanese honeysuckle extract
ЖИР АРКТИЧЕСКОГО КРИЛЯ; Krill oil, Масло криля
ЖИР ПЕЧЕНИ АКУЛЫ; Shark liver oil, Сквален
ЖИР ПЕЧЕНИ ТРЕСКИ; Cod liver oil, Рыбий жир
ЖИРНЫЕ СПИРТЫ; Fatty alcohols, Стеариловый/цетиловый спирт
ЖМЫХ ПОДСОЛНЕЧНИКА; Sunflower seed cake, Подсолнечный жмых
ЖОЖОБА; Jojoba, Simmondsia chinensis
ЖОЖОБА ГРАНУЛЫ; Jojoba granules, Гранулы жожоба
ЖОЖОБА МАСЛО; Jojoba oil, Жожобовое масло
ЖОЖОБА ПОРОШОК ИЗ ПЛОДОВ; Jojoba fruit powder, Simmondsia chinensis powder, Порошок плодов жожоба
ЖОЖОБА ЭКСТРАКТ ЛИСТЬЕВ; Jojoba leaf extract, Экстракт листьев жожоба
ЖОЖОБА ЭКСТРАКТ СЕМЯН; Jojoba seed extract, Экстракт семян жожоба
ЗАУРУРУС КИТАЙСКИЙ ЭКСТРАКТ; Saururus chinensis extract, Китайский ящеричник
ЗВЕРОБОЙ; St. John's wort, Hypericum perforatum
ЗВЕРОБОЙ ПРОДЫРЯВЛЕННЫЙ ЭКСТРАКТ; Hypericum perforatum extract, Экстракт зверобоя
ЗВЕРОБОЯ ГИДРОЛАТ; St. John's wort hydrosol, Зверобойная вода
ЗВЕРОБОЯ МАСЛО; St. John's wort oil, Масло зверобоя
ЗВЕРОБОЯ МАСЛЯНЫЙ ЭКСТРАКТ; Hypericum oil extract, Масляный экстракт зверобоя
ЗВЕРОБОЯ МАЦЕРАТ; St. John's wort macerate, Настой зверобоя
ЗВЕРОБОЯ СУХОЙ ЭКСТРАКТ; Hypericum dry extract, Сухой экстракт зверобоя
ЗЕЛЕНОГО ЧАЯ СУХОЙ ЭКСТРАКТ; Green tea dry extract, Camellia sinensis extract
ЗЕЛЕНЫЙ КИСЛЫЙ 25; Acid Green 25, Зеленый краситель
ЗЕЛЕНЫЙ ЧАЙ; Green tea, Camellia sinensis
ЗЕЛЕНЫЙ ЧАЙ ЭКСТРАКТ ЛИСТЬЕВ; Green tea leaf extract
ЗЕМЛЯНИКА ОБЫКНОВЕННАЯ СЕМЕНА; Wild strawberry seeds, Fragaria vesca seeds
ЗЕМЛЯНИКА ОБЫКНОВЕННАЯ ЭКСТРАКТ ЛИСТЬЕВ; Wild strawberry leaf extract
ЗЕМЛЯНИКА ОБЫКНОВЕННАЯ ЭКСТРАКТ ЯГОД; Wild strawberry fruit extract
ЗЕМЛЯНИКИ САДОВОЙ (КЛУБНИКИ) МАСЛО; Strawberry seed oil, Масло косточек клубники
ЗИЗИФУС НАСТОЯЩИЙ ЭКСТРАКТ ЛИСТЬЕВ; Jujube leaf extract, Ziziphus jujuba extract
ЗИЗИФУС НАСТОЯЩИЙ ЭКСТРАКТ ПЛОДОВ; Jujube fruit extract, Экстракт унаби
ЗОЛОТО; Gold, Au, Коллоидное золото
ИВА БЕЛАЯ; White willow, Salix alba
ИВА БЕЛАЯ КОРА; White willow bark, Кора ивы
ИВА БЕЛАЯ ЭКСТРАКТ ЛИСТЬЕВ; White willow leaf extract
ИВА ЧЕРНАЯ ЭКСТРАКТ КОРЫ; Black willow bark extract, Salix nigra extract
ИВЫ СУХОЙ ЭКСТРАКТ; Willow dry extract
ИГЛИЦА ШИПОВИДНАЯ ЭКСТРАКТ КОРНЯ; Butcher's broom extract, Ruscus aculeatus extract
ИЗОБОРНИЛАЦЕТАТ; Isobornyl acetate, Ацетат изоборнила
ИЗОБУТАН; Isobutane, Пропеллент
ИЗОБУТИЛПАРАБЕН; Isobutylparaben, Консервант
ИЗОБУТИЛСТЕАРАТ; Isobutyl stearate, Эфир изобутилового спирта
ИЗОГЕКСАДЕКАН; Isohexadecane, Изопарафин
ИЗОДЕЦИЛ НЕОПЕНТАНОАТ; Isodecyl neopentanoate, Эмолент
ИЗОДОДЕКАН; Isododecane, Углеводородный растворитель
ИЗОКВЕРТИЦИН; Isoquercetin, Изокверцитрин
ИЗОНОНИЛИЗононаноат; Isononyl isononanoate, Эмолент
ИЗОПЕНТИЛДИОЛ; Isopentyldiol, 3-Метил-1,3-бутандиол
ИЗОПРОПИЛАЦЕТАТ; Isopropyl acetate, Уксуснокислый изопропил
ИЗОПРОПИЛЛАНОЛАТ; Isopropyl lanolate, Ланолиновый эфир
ИЗОПРОПИЛМИРИСТАТ; Isopropyl myristate, IPM
ИЗОПРОПИЛОВЫЙ СПИРТ; Isopropyl alcohol, Изопропанол
ИЗОПРОПИЛПАЛЬМИТАТ; Isopropyl palmitate, IPP
ИЗОПРОПИЛПАРАБЕН; Isopropylparaben, Консервант
ИЗОПРОПИЛСТЕАРАТ; Isopropyl stearate
ИЗОСТЕАРАТ -20; Isostearate-20, ПЭГ-20 изостеарат
ИЗОСТЕАРИЛ ИЗОНАНОАТ; Isostearyl isononanoate, Эмолент
ИЗОСТЕАРИЛ ИЗОСТЕАРАТ; Isostearyl isostearate
ИЗОСТЕАРИЛЛАКТАТ; Isostearyl lactate
ИЗОСТЕАРИЛОВЫЙ СПИРТ; Isostearyl alcohol, 16-Метилгептадеканол
ИЗОСТЕАРИЛПАЛЬМИТАТ; Isostearyl palmitate
ИЗОСТЕАРИНОВАЯ КИСЛОТА; Isostearic acid, 16-Метилгептадекановая кислота
ИЗОТИОНАТ ЖИРНЫХ КИСЛОТ КОКОСОВОГО МАСЛА; Cocoyl fatty acid isethionate
ИЗОЦЕТЕТ-20; Isoceteth-20, ПЭГ-20 изоцетиловый эфир
ИЗОЦЕТИЛ СТЕАРОЛ СТЕАРАТ; Isocetyl stearyl stearate
ИЗОЦЕТИЛОВЫЙ СПИРТ; Isocetyl alcohol, 2-Гексилдеканол
ИЗОЦЕТИЛСТЕАРАТ; Isocetyl stearate
ИЗОЭВГЕНОЛ; Isoeugenol, 2-Метокси-4-пропенилфенол
ИЛАНГ ИЛАНГА ЭФИРНОЕ МАСЛО; Ylang ylang oil, Cananga odorata oil
ИЛАНГ-ИЛАНГ ЭКСТРАКТ ВОДОРАСТВОРИМЫЙ; Water-soluble ylang ylang extract
ИЛАНГ-ИЛАНГА ГИДРОЛАТ; Ylang ylang hydrosol, Цветочная вода иланг-иланга
ИЛЛИПА (ШОРЕИ УЗКОКРЫЛОЙ) МАСЛО; Illipe butter, Shorea stenoptera butter
ИМБИРЯ ГИДРОЛАТ; Ginger hydrosol, Zingiber officinale hydrosol, Имбирная вода
ИМБИРЯ ЭКСТРАКТ; Ginger extract, Экстракт имбиря, Zingiber officinale extract
ИМБИРЯ ЭФИРНОЕ МАСЛО; Ginger essential oil, Имбирное масло
ИМПЕРАТА ЦИЛИНДРИЧЕСКАЯ ЭКСТРАКТ КОРНЯ; Imperata cylindrica root extract, Лаланг-экстракт
ИНДИГОКАРМИН; Indigo carmine, Индиготин, Синий краситель E132
ИНЖИРА СУХОЙ ЭКСТРАКТ; Fig dry extract, Ficus carica extract
ИНКА ИНЧИ МАСЛО; Inca inchi oil, Sacha inchi oil, Масло инка инчи
ИНОЗИТОЛ (ВИТАМИН B8); Inositol, Витамин B8, Мио-инозитол
ИНУЛИН; Inulin, Пребиотическое волокно, Цикориевый полисахарид
ИОДИД КАЛИЯ; Potassium iodide, Калия йодид, KI
ИОДОПРОПИЛБУТИЛКАРБАМАТ; Iodopropynyl butylcarbamate, IPBC, Консервант
ИРИСА ЭФИРНОЕ МАСЛО; Iris essential oil, Orris root oil, Масло ириса
ИСЛАНДСКИЙ МОХ ЭКСТРАКТ; Icelandic moss extract, Cetraria islandica extract
ИСЛАНДСКОГО МХА ГИДРОЛАТ; Iceland moss hydrosol, Цетрариевая вода
ИССОП ЛЕКАРСТВЕННЫЙ ЭКСТРАКТ; Hyssop extract, Hyssopus officinalis extract
ИССОПА ГИДРОЛАТ (ИССОПОВАЯ ВОДА); Hyssop hydrosol, Иссоповая вода
ИССОПА ЭФИРНОЕ МАСЛО; Hyssop essential oil, Масло иссопа
ИХТАММОЛ; Ichthammol, Ихтиол, Аммониевая соль сульфокислот сланцевого масла
ЙОГУРТИН; Yogurtin , Йогуртовый фермент
КАЗЕИН; Casein, Молочный белок
КАЗЕИНАТ НАТРИЯ; Sodium caseinate, Натриевая соль казеина
КАКАО МАСЛО; Cocoa butter, Theobroma cacao oil, Масло какао
КАКАО ПОРОШОК; Cocoa powder, Порошок какао
КАКАО ТЕРТОЕ; Cocoa mass, Какао-паста
КАКАО ЭКСТРАКТ; Cocoa extract, Экстракт какао
КАКОАТ КАЛИЯ; Potassium cocoate, Калиевое мыло кокосового масла
КАКТУС; Cactus extract, Экстракт кактуса
КАЛАМИН; Calamine, Цинка карбонат
КАЛАНХОЭ ПЕРИСТОЕ ЭКСТРАКТ; Kalanchoe pinnata extract, Бриофиллум экстракт
КАЛЕНДУЛА ЭКСТРАКТ; Calendula extract, Calendula officinalis extract
КАЛЕНДУЛЫ ГИДРОЛАТ; Calendula hydrosol, Ноготковая вода
КАЛЕНДУЛЫ ЛЕКАРСТВЕННОЙ (НОГОТКОВ) ЭФИРНОЕ МАСЛО; Calendula essential oil
КАЛЕНДУЛЫ МАЦЕРАТ; Calendula macerate, Масляный экстракт календулы
КАЛЕНДУЛЫ ЭКСТРАКТ; Marigold extract, Экстракт ноготков
КАЛИЙ; Potassium, Калий, K
КАЛИНЫ МАСЛО; Viburnum oil, Масло калины
КАЛИНЫ ЭКСТРАКТ; Viburnum extract, Экстракт калины
КАЛИЯ АСПАРТАТ; Potassium aspartate, Аспарагинат калия
КАЛИЯ БЕНЗОАТ; Potassium benzoate, Консервант E212
КАЛИЯ И МАГНИЯ АСПАРАГИНАТ; Potassium magnesium aspartate, Аспарагинат калия-магния
КАЛИЯ ЛАУРИЛ СУЛЬФАТ; Potassium lauryl sulfate, ПАВ
КАЛОДЕНДРУМА КАПСКОГО (ЯНГУ) МАСЛО; Calodendrum capense oil, Янг масло
КАЛЬЦИЯ ГИДРОКСИД; Calcium hydroxide, Гашеная известь, Ca(OH)₂
КАЛЬЦИЯ ГЛЮКОНАТ; Calcium gluconate, Глюконат кальция
КАЛЬЦИЯ КАРБОНАТ; Calcium carbonate, Мел, CaCO₃
КАЛЬЦИЯ КЕТОГЛЮКОНАТ; Calcium ketogluconate, Кетоглюконат кальция
КАЛЬЦИЯ ПАНТЕТЕИНСУЛЬФОНАТ; Calcium pantetheine sulfonate, Пантетеинат кальция
КАЛЬЦИЯ ПИРОФОСФАТ; Calcium pyrophosphate, Пирофосфат кальция
КАЛЬЦИЯ СТЕАРАТ; Calcium stearate, Стеарат кальция
КАЛЬЦИЯ СТЕАРИЛЛАКТАТ; Calcium stearyl lactate, Эмульгатор
КАМЕДЬ БОБОВ РОЖКОВОГО ДЕРЕВА; Locust bean gum, Камедь рожкового дерева
КАМЕДЬ ТРАГАКАНТА; Tragacanth gum, Гуммитрагакант
КАМЕЛИИ (САСАНКВЫ) МАСЛО; Camellia oil, Tsubaki oil, Масло камелии
КАМЕННАЯ СОЛЬ (ГАЛИТ); Halite, Каменная соль, NaCl
КАМЕННОУГОЛЬНАЯ СМОЛА; Coal tar, Дегтярная смола
КАМПЕШЕВОЕ ДЕРЕВО ЭКСТРАКТ ДРЕВЕСИНЫ; Logwood extract, Haematoxylum campechianum extract
КАМФОРА; Camphor, Камфора, C₁₀H₁₆O
КАМФОРНОЕ ДЕРЕВО ЭКСТРАКТ ЛИСТЬЕВ; Camphor tree leaf extract, Cinnamomum camphora extract
КАМФОРЫ (КОРИЧНИКА КАМФОРНОГО) ЭФИРНОЕ МАСЛО; Camphor essential oil, Камфорное масло
КАНДЕЛИЛЬСКИЙ ВОСК; Candelilla wax, Воск канделильи
КАНУКИ ЭФИРНОЕ МАСЛО; Kanuka essential oil, Kunzea ericoides oil
КАОЛИН; Kaolin, Белая глина, China clay
КАПРИЛГИДРОКСАМИНОВАЯ КИСЛОТА; Caprylhydroxamic acid, Хелатирующий агент
КАПРИЛИК/КАПРИК ТРИГЛИЦЕРИДЫ; Caprylic/capric triglycerides, MCT oil
КАПРИЛИЛ/КАПРИЛ ГЛИКОЗИД; Caprylyl/capryl glucoside, Мягкий ПАВ
КАПРИЛИЛГЛИКОЛЬ; Caprylyl glycol, 1,2-Октадиол
КАПРИЛИЛМЕТИКОН; Caprylyl methicone, Легкий силикон
КАПРИЛИЛТРИМЕТИКОН; Caprylyl trimethicone, Силиконовое масло
КАПРИЛОВАЯ КИСЛОТА; Caprylic acid, Октановая кислота
КАПРИЛОВЫЕ ТРИГЛИЦЕРИДЫ; Caprylic triglycerides, Триглицериды средней цепи
КАПРИНОВАЯ КИСЛОТА; Capric acid, Декановая кислота
КАПСАИЦИН; Capsaicin, Алкалоид перца
КАРАНДЖИ (ПОНГАМИИ) МАСЛО; Karanja oil, Pongamia oil
КАРАТИНОИДЫ; Carotenoids, Каротиноиды
КАРБОКСИМЕТИЛЦЕЛЛЮЛОЗЫ; Carboxymethylcellulose, КМЦ
КАРБОМЕР; Carbomer, Карбопол, Акриловый полимер
КАРБОНАТ КАЛИЯ; Potassium carbonate, Поташ
КАРБОНАТ ЦИНКА; Zinc carbonate, Цинковый карбонат
КАРДАМОНА ЭФИРНОЕ МАСЛО; Cardamom essential oil, Элетария масло
КАРИАНДР ЭФИРНОЕ МАСЛО; Caraway essential oil, Тминное масло
КАРНАУБСКИЙ ВОСК; Carnauba wax, Бразильский воск
КАРНОЗИН; Carnosine, Дипептид (β-аланил-L-гистидин)
КАРОТИН; Carotene, Провитамин А, Бета-каротин
КАРОФИЛЛИН; Caryophyllin, Кариофиллен, Сесквитерпен
КАРРАГЕНАНА ЭКСТРАКТ; Carrageenan extract, Ирландский мох экстракт
КАРРАГИНАН; Carrageenan, Каррагинан, E407
КАРРАГИНАТ НАТРИЯ; Sodium carrageenan, Натриевая соль каррагинана
КАРТОФЕЛЬНЫЙ КРАХМАЛ; Potato starch, Картофельный крахмал
КАССИИ ВОСК; Cassia wax, Воск кассии
КАССИЯ; Cassia, Коричник китайский, Cinnamomum cassia
КАСТОРОВОЕ МАСЛО; Castor oil, Рициновое масло
КАСТОРОВОЕ МАСЛО ГИДРОГЕНИЗИРОВАННОЕ; Hydrogenated castor oil, ПГ-40
КАТЕХИНЫ ЗЕЛЕНОГО ЧАЯ; Green tea catechins, Полифенолы чая
КАТОН; Katone , Консервант
КАШТАН ПОСЕВНОЙ ЭКСТРАКТ; Horse chestnut extract, Aesculus hippocastanum extract
КАШТАН ПОСЕВНОЙ ЭКСТРАКТ СЕМЯН; Horse chestnut seed extract, Эсцин
КАЯПУТА ЭФИРНОЕ МАСЛО; Cajeput oil, Масло каяпута
КВАТЕРНИУМ-26; Quaternium-26, Гидроксиэтилцеллюлоза
КВАТЕРНИУМ-92; Quaternium-92, Дистеарилдимониум хлорид
КВИНОА (КИНОА) МАСЛО; Quinoa oil, Масло киноа
КЕДР ГИМАЛАЙСКИЙ ЭФИРНОЕ МАСЛО; Himalayan cedarwood oil, Cedrus deodara oil
КЕДРА АТЛАССКОГО ЭФИРНОЕ МАСЛО; Atlas cedarwood oil, Cedrus atlantica oil
КЕДРА ГИДРОЛАТ; Cedar hydrosol, Кедровая вода
КЕДРОВОГО ОРЕХА МАСЛО; Pine nut oil, Кедровое масло
КЕДРОВЫХ ОРЕХОВ СКОРЛУПА; Pine nut shells, Скорлупа кедрового ореха
КЕРАМИД 1; Ceramide 1, Церамид EOP
КЕФИР; Kefir, Кефирные ферменты
КЕШЬЮ МАСЛО; Cashew oil, Масло кешью
КИВИ; Kiwi extract, Actinidia deliciosa extract
КИВИ ГИДРОЛАТ; Kiwi hydrosol, Киви вода
КИВИ МАСЛО; Kiwi seed oil, Масло косточек киви
КИВИ СВЕРХКРИТИЧЕСКИЙ CO2 ЭКСТРАКТ; Kiwi CO2 extract
КИГЕЛИЯ АФРИКАНСКАЯ ЭКСТРАКТ ПЛОДОВ; Kigelia africana extract, Колбасное дерево экстракт
КИНКГО БИЛОБА ПОРОШОК; Ginkgo biloba powder, Порошок гинкго
КИНКГО БИЛОБА ЭКСТРАКТ; Ginkgo biloba extract, Экстракт гинкго, Ginkgo extract
